2017-01-02	35.369998931884766	27.6008274928118	25.866386647343212	25.384953903434536
2017-01-03	36.0	30.400551661874534	27.708861802371718	26.395910674536008
2017-01-04	35.900001525878906	32.23370161654266	29.198159933918475	27.301062184187714
2017-01-05	34.59000015258789	33.01913446189107	30.178494519131092	27.99524675260678
2017-01-06	35.40999984741211	33.816089590398086	31.129677306091278	28.70141371401681
2017-01-09	35.15999984741211	34.26405967606943	31.862463222695062	29.31651715529255
2017-01-10	35.849998474121094	34.792705942086656	32.58746963204525	29.93875347137146
2017-01-11	35.75	35.111803961391104	33.16247515349157	30.492205521717036
2017-01-12	36.95000076293945	35.72453622857389	33.85111617339118	31.107233639928694
2017-01-13	36.20000076293945	35.883024406695746	34.2781860987636	31.592259080215435
2017-01-16	35.84000015258789	35.8686829886598	34.56215229036801	31.996805849012812
2017-01-17	36.689998626708984	36.14245486800953	34.94903344243001	32.44377658974578
2017-01-18	36.11000061035156	36.13163678212354	35.160118382052104	32.792940782184424
2017-01-19	36.689998626708984	36.31775739698536	35.43827842653517	33.16408914832962
2017-01-20	36.560001373291016	36.39850538908725	35.64222805321805	33.48750936023071
2017-01-23	37.38999938964844	36.72900338927431	35.96000465984175	33.85917507731811
2017-01-24	37.13999938964844	36.86600205606569	36.17454915617024	34.171634535635285
2017-01-26	36.77000045776367	36.834001523298355	36.282813029187224	34.41909795679037
2017-01-27	37.47999954223633	37.049334196277684	36.50048330428706	34.71061239349951
2017-01-30	37.310001373291016	37.13622325528213	36.64766840774232	34.95817324871775
2017-01-31	38.189998626708984	37.48748171242442	36.928092083918074	35.26596614185977
2017-02-01	37.689998626708984	37.554987350519276	37.06662054624369	35.496826378512075
2017-02-02	37.849998474121094	37.653324391719885	37.209052896766856	35.720938006665314
2017-02-03	38.04999923706055	37.785549340166774	37.361952231365706	35.94275336194105
2017-02-06	37.54999923706055	37.70703263913137	37.39614259603749	36.09582439766672
2017-02-07	37.58000183105469	37.66468903643914	37.4295715478588	36.23717462941795
2017-02-08	37.939998626708984	37.75645889986242	37.52237647128611	36.399348343445666
2017-02-09	38.0099983215332	37.84097204041935	37.61103498951285	36.55274357945401
2017-02-10	38.2400016784668	37.973981919768505	37.72539256932266	36.71343482697904
2017-02-13	39.29999923706055	38.41598769219919	38.011684690729545	36.95977429460585
2017-02-14	38.9900016784668	38.607325687621724	38.18956050668177	37.153129283544985
2017-02-15	38.29999923706055	38.504883537434665	38.20964027584155	37.26235499340361
2017-02-16	38.349998474121094	38.45325518299681	38.23515994825601	37.36594008680528
2017-02-17	38.04999923706055	38.31883653435139	38.201494364402286	37.431088577305786
2017-02-20	38.15999984741211	38.2658909720383	38.193949906767706	37.50050869826829
2017-02-21	38.13999938964844	38.22392711124168	38.184140721836926	37.561412573637824
2017-02-22	38.029998779296875	38.15928433392675	38.15611491410237	37.606039831319634
2017-02-23	37.70000076293945	38.00618981026432	38.07318506843638	37.6149884914739
2017-02-24	37.45000076293945	37.82079346115603	37.959878831073304	37.59927537447062
2017-03-01	36.900001525878906	37.51386281606366	37.7671738664925	37.532677865080935
2017-03-02	36.400001525878906	37.14257571933541	37.518597077290025	37.42480392801408
2017-03-03	37.02000045776367	37.1017172988115	37.42794314646705	37.386251216561654
2017-03-06	37.5	37.23447819920767	37.441044392563946	37.39708443403197
2017-03-07	37.2400016784668	37.23631935896071	37.40449117181901	37.38212417159719
2017-03-08	37.13999938964844	37.20421270252329	37.35640175687891	37.35906466855445
2017-03-09	37.79999923706055	37.402808214035716	37.43705584418466	37.401058436983604
2017-03-10	37.290000915527344	37.36520578119959	37.410318584428786	37.39048153017825
2017-03-13	37.380001068115234	37.37013754350481	37.40480630873541	37.38948339093415
2017-03-14	37.31999969482422	37.35342492727795	37.38938692438792	37.38286589606654
2017-03-15	37.400001525878906	37.36895046014494	37.391316851931734	37.384497860810576
2017-03-16	38.5	37.74596697342996	37.592895606125964	37.490736159780994
2017-03-17	37.880001068115234	37.79064500499172	37.645096599214924	37.52780900819378
2017-03-20	38.33000183105469	37.970430613679376	37.76962482318579	37.60420832465672
2017-03-21	38.33000183105469	38.09028768613781	37.87151155188922	37.673331515742234
2017-03-22	37.380001068115234	37.85352548013029	37.78214600938486	37.6453952826349
2017-03-23	37.810001373291016	37.8390174445172	37.787210621004164	37.66107205317358
2017-03-24	38.38999938964844	38.02267809289428	37.896808578939485	37.73049370426642
2017-03-27	37.959999084472656	38.001785090087076	37.9082977617637	37.752351359524155
2017-03-28	37.459999084472656	37.82118975488227	37.826788911347144	37.724508285709724
2017-03-29	37.939998626708984	37.860792712157846	37.84737249595838	37.745031175328705
2017-03-30	38.47999954223633	38.06719498885067	37.96239559528164	37.81502816265324
2017-03-31	35.5	37.21146332590045	37.51468730523043	37.5945492900196
2017-04-03	36.88999938964844	37.104308680483115	37.401107684215525	37.52744929950806
2017-04-04	36.29999923706055	36.83620553267559	37.200906148369164	37.410549293560685
2017-04-05	36.41999816894531	36.6974697447655	37.058922879383005	37.31621109121637
2017-04-06	36.70000076293945	36.698313417490155	36.993664312756906	37.25752439328523
2017-04-07	36.20000076293945	36.53220919930659	36.84936184915373	37.15680785706182
2017-04-10	35.97999954223633	36.34813931361651	36.69129597516875	37.044730874697485
2017-04-11	36.5099983215332	36.402092316255406	36.65833276541683	36.99380396487231
2017-04-12	36.470001220703125	36.42472861773798	36.624090666377974	36.94391798923716
2017-04-13	35.869998931884766	36.23981872245358	36.4869830782883	36.841639983775025
2017-04-17	35.90999984741211	36.129879097439755	36.382077036310804	36.75291235174046
